,PV_Brun,PV_Brun-,PV_Gris-,PV_Gris,PV_Noir-,PV_Noir,Brun,Brun-,Gris,Gris-,Noir,Noir-,P_cons,P_prod,P_tot
2021-12-17 00:03:12+01:00,0.0,0.0,0.0,3.9999999999054126,0.0,6.000000000312866,606.000000028871,0.0,757.9999999143183,0.0,84.99999999185093,0.0,1438.999999934822,10.000000000218279,1448.9999999350403
2021-12-17 00:03:20+01:00,0.9999999999763531,0.0,0.0,5.000000000109139,0.0,5.000000000109139,591.0000000149012,0.0,739.9999999906868,0.0,81.00000000558794,0.0,1401.0000000109812,11.000000000194632,1412.0000000111759
2021-12-17 00:03:28+01:00,0.0,0.0,0.0,3.9999999999054126,0.0,6.000000000312866,604.9999999813735,0.0,756.0000000521541,0.0,84.00000000256114,0.0,1435.0000000358705,10.000000000218279,1445.0000000360887
2021-12-17 00:03:36+01:00,0.0,0.0,0.0,5.000000000109139,0.0,5.000000000109139,606.000000028871,0.0,752.0000000949949,0.0,83.00000001327135,0.0,1431.000000136919,10.000000000218279,1441.0000001371372
2021-12-17 00:03:44+01:00,0.9999999999763531,0.0,0.0,3.9999999999054126,0.0,6.000000000312866,613.0000000121072,0.0,756.9999999832362,0.0,84.00000000256114,0.0,1442.99999999771,11.000000000194632,1453.9999999979045
2021-12-17 00:03:52+01:00,0.9999999999763531,0.0,0.0,5.000000000109139,0.0,6.000000000312866,601.0000000242144,0.0,746.999999973923,0.0,83.00000001327135,0.0,1419.0000000110103,12.000000000398359,1431.0000000114087
2021-12-17 00:04:00+01:00,0.0,0.0,0.0,3.9999999999054126,0.0,5.000000000109139,618.9999999478459,0.0,766.9999999925494,0.0,86.99999999953434,0.0,1463.9999999399151,9.000000000014552,1472.9999999399297
2021-12-17 00:04:08+01:00,0.9999999999763531,0.0,0.0,3.9999999999054126,0.0,6.000000000312866,604.9999999813735,0.0,753.000000026077,0.0,84.00000000256114,0.0,1431.000000009817,11.000000000194632,1442.0000000100117
2021-12-17 00:04:16+01:00,0.0,0.0,0.0,5.000000000109139,0.0,5.000000000109139,611.0000000335276,0.0,757.9999999143183,0.0,84.99999999185093,0.0,1443.9999999394786,10.000000000218279,1453.9999999396969
2021-12-17 00:04:24+01:00,0.9999999999763531,0.0,0.0,3.9999999999054126,0.0,6.000000000312866,613.9999999431893,0.0,762.0000001043081,0.0,83.00000001327135,0.0,1448.0000000605742,11.000000000194632,1459.0000000607688
2021-12-17 00:04:32+01:00,0.0,0.0,0.0,5.000000000109139,0.0,5.000000000109139,613.0000000121072,0.0,762.0000001043081,0.0,83.00000001327135,0.0,1448.0000001294684,10.000000000218279,1458.0000001296867
2021-12-17 00:04:40+01:00,0.9999999999763531,0.0,0.0,3.9999999999054126,0.0,6.000000000312866,613.9999999431893,0.0,759.0000000782311,0.0,84.00000000256114,0.0,1446.000000023787,11.000000000194632,1457.0000000239816
2021-12-17 00:04:48+01:00,0.9999999999763531,0.0,0.0,3.9999999999054126,0.0,5.000000000109139,608.0000000074506,0.0,754.9999998882413,0.0,83.00000001327135,0.0,1435.9999999089723,9.999999999990905,1445.9999999089632
2021-12-17 00:04:56+01:00,0.9999999999763531,0.0,0.0,5.000000000109139,0.0,6.000000000312866,606.9999999599531,0.0,756.9999999832362,0.0,84.00000000256114,0.0,1435.999999945352,12.000000000398359,1447.9999999457505
2021-12-17 00:05:04+01:00,0.0,0.0,0.0,3.9999999999054126,0.0,6.000000000312866,613.0000000121072,0.0,759.0000000782311,0.0,81.99999999487773,0.0,1444.0000000849977,10.000000000218279,1454.000000085216
2021-12-17 00:05:12+01:00,0.9999999999763531,0.0,0.0,5.000000000109139,0.0,5.000000000109139,609.9999999860302,0.0,759.0000000782311,0.0,84.00000000256114,0.0,1442.0000000666278,11.000000000194632,1453.0000000668224
2021-12-17 00:05:20+01:00,0.0,0.0,0.0,3.9999999999054126,0.0,6.000000000312866,609.9999999860302,0.0,754.9999998882413,0.0,83.00000001327135,0.0,1437.9999998873245,10.000000000218279,1447.9999998875428
2021-12-17 00:05:28+01:00,0.9999999999763531,0.0,0.0,3.9999999999054126,0.0,5.000000000109139,611.0000000335276,0.0,753.9999999571592,0.0,83.00000001327135,0.0,1438.0000000039672,9.999999999990905,1448.0000000039581
2021-12-17 00:05:36+01:00,0.0,0.0,0.0,5.000000000109139,0.0,6.000000000312866,614.9999999906868,0.0,756.0000000521541,0.0,81.99999999487773,0.0,1442.0000000372966,11.000000000422006,1453.0000000377186
2021-12-17 00:05:44+01:00,0.0,0.0,0.0,3.9999999999054126,0.0,5.000000000109139,616.9999999692664,0.0,757.9999999143183,0.0,81.99999999487773,0.0,1447.9999998784479,9.000000000014552,1456.9999998784624
